CODE_CBNA	AGEFLOW_MAX	AGEFLOW_MIN	APOM	CATTLE	CHANGE_TENDENCY_INDK	CLONAab	CLONAbel	CLONRATE	CNRATIO	C_Plant	DEER	DIASPTYPE	DICH	DISP	DISP_INDK	DISP_VITTOZ	DNA	DOM_IN_SITU_INDK	ECOLOGICAL_GRP_INDK	ELLAER_INDK	ELLAER_INDK_VAR	ELLCONT	ELLCONT_INDK	ELLCONT_INDK_VAR	ELLHUMUS_INDK	ELLHUMUS_INDK_VAR	ELLLITE	ELLLITE_INDK	ELLLITE_INDK_VAR	ELLMOIST	ELLMOIST_INDK	ELLMOIST_INDK_VAR	ELLMOISTVAR_INDK	ELLNIT	ELLNIT_INDK	ELLNIT_INDK_VAR	ELLPH	ELLREAC_INDK	ELLREAC_INDK_VAR	ELLSALT	ELLSALT_INDK	ELLTEMP	ELLTEMP_INDK	ELLTEMP_INDK_VAR	ENDEM	FECUNDITY	FLONSET_BEG_INDK	FLONSET_END_INDK	FRUIT	GERMRATE	GERMREQ	GRAZ	GROWTHF	IMMIG_INVASIV_INDK	INFLO_DETAIL	INFLO_SIMPLE	L_ANAT	L_ANGLE	L_AREA	LATSPR	LCCp	LD13C	LD15N	LDMC	L_DRYM	Leaf_T_Strength	L_FORM	L_FRESHM	LHIST	LIFESPAN	LKC	L_LONG	LNC	LPC	LPERST_INDK	L_THICK	MAN_INFLUENCE_INDK	MAX_AGE	MEDIC_POISON_FX_INDK	MOW	MOW_TOLERANCE_INDK	MYCORR	NATURAL	NBCHROM	N_Plant	NUTR	Palatability	PL_H_flora_MIN	PLOIDY	PL_REPR_H	PL_VEG_H	PL_VEG_H_max	POLL_2ND_INDK	POLL_MAIN_INDK	REPROD_INDK	REPSTRAT	ROOT_DEPTH_INDK	ROOTMET	ROSET	SEEDH	SEEDL	SEED_LONGEVITY_INDK	SEEDM	SEEDPROD	SEEDW	SLA	STORAGE_ORGANS_INDK	STRAT_INDK	TAPROOT	VEG_DISP	WOODY
122					=									Endozoochory	endochory	6		scattered or in small groups		2	small variation (I)		3	small variation (I)	2	small variation (I)	8	4	small variation (I)		1	small variation (I)	1		1.5	small variation (I)		4	small variation (I)				5	small variation (I)			April	July	Drupe					idiochorophytes or indigenes	simple raceme	raceme			27.8475		500.043563842773			484.071322489273	0.35312			0.72545	Phanerophyte				11.8727028369904		decidous		moderately close to nature (moderately urbanophobous)	12	medicinal				Indigenous			Chlorophyllian		150		155	165	500			unisexual and dioecious	Polycarpic							39.385			7.66241064030604	thick lignified main roots	ccc		basal lateral shoots	Frutescent
127					<										meteorochory			in larger stands	pioneer plants of low elevation	2	small variation (I)		2	small variation (I)	2	small variation (I)		4	small variation (I)		2	small variation (I)	1		3	small variation (I)		3	small variation (I)				4.5	small variation (I)			May	July						"invasive neophytes (""agressive"")"															Phanerophyte						decidous		moderatly hemerobic (moderately urbanophilous)	100	edible															entomogamous	unisexual and dioecious												thick lignified main roots	ccc		root shoots	
139	5	3		little to intermediate forage value	<	Rooting stems	Stem-derived rhizomes	0.5				generative dispersule	protandrous	Unassisted dispersal	myrmecochory	7		in larger stands	forest plants	1	small variation (I)	3	3	small variation (I)	2	large variation (II)	5	2	large variation (II)	6	3.5	small variation (I)	1	7	4	small variation (I)	7	3	small variation (I)	0		5	3.5	small variation (I)		2000	May	July	Achene			intolerant to sensitive		idiochorophytes or indigenes	umbel of umbellules	umbel	hygromorphic_mesomorphic		123.18					246	0.7535581651		bipinnate		Geophyte_Hemicryptophyte	pluriennial		summer green			partly wintergreen		indifferent (urbanoneutral)		edible_medicinal	moderately tolerant to well tolerant	3		Indigenous	11		Chlorophyllian	3	40	tetraploid	72.25	58	85		entomogamous_ornithophilous	polysexual		2.5		Hemirosette plant	1.085	3.8	2	1.59		1.145	27.8	inconspicuous reserve organ	ccc	no	below-ground runners	Herbaceous
140		1			=							generative dispersule	homogamous_protandrous_protogynous	Unassisted dispersal	anthropochory_meteorochory	7		in larger groups	weeds and ruderal plants	1	large variation (II)	3	3	small variation (I)	2	small variation (I)	6	4	small variation (I)	4.5	3	small variation (I)	2	6	4	small variation (I)	7.5	4	small variation (I)	0		6	3	large variation (II)			June	October	Achene		Chilling				umbel of umbellules	umbel	mesomorphic		18.145					195.5	0.08619929428		bipinnate		Therophyte	annual		persistent green			wintergreen		moderatly hemerobic (moderately urbanophilous)		weakly to moderately poisonous			Arbuscular AM	Indigenous	10.5		Chlorophyllian		30	diploid	52.5	51.5	50			hermaphroditic and normal sexual	Monocarpic	2.5		Erosulate plant_Hemirosette plant	1.15	3.3	4	1.633		2.23	29.1	no special organ to store energy	crr	yes	no vegetative dispersal parts	Herbaceous
144					=									Unassisted dispersal	anthropochory_meteorochory	7		in larger groups	weeds and ruderal plants	1	large variation (II)		3	small variation (I)	2	small variation (I)	5	4	small variation (I)		3	small variation (I)	2		4	small variation (I)		4	small variation (I)				3	large variation (II)			June	October	Achene																				Hemicryptophyte_Therophyte						wintergreen		moderatly hemerobic (moderately urbanophilous)		weakly to moderately poisonous				Indigenous			Chlorophyllian		70			80	100			hermaphroditic and normal sexual		2.5					4					no special organ to store energy	crr		no vegetative dispersal parts	Herbaceous
149					=							generative dispersule_one-seeded generative dispersule	protandrous	Unassisted dispersal	anthropochory	2		scattered	weeds and ruderal plants	2	small variation (I)	3	2	small variation (I)	2	small variation (I)	7.5	4	small variation (I)	4	2	small variation (I)	1	7	3.5	small variation (I)	8	3	small variation (I)			8	5	small variation (I)			June	October	Achene					presumably indigenous in some areas of the study region and widely spread later but before 1500 AD	umbel of umbellules	umbel	mesomorphic_scleromorphic		0.8					141.94	0.00215		pinnate		Therophyte	annual					decidous		strictly hemerobic (strictly urbanophilous)		weakly to moderately poisonous				Indigenous	11		Chlorophyllian		40	diploid	45.5	55	70		entomogamous	facultatively apomictic_hermaphroditic and normal sexual	Monocarpic			Hemirosette plant	0.62	2.02		0.556		0.76	34.31	root swelling	crr		no vegetative dispersal parts	Herbaceous
154					=										anthropochory			scattered or in small groups	weeds and ruderal plants	1	small variation (I)		4	small variation (I)	2	small variation (I)		4	small variation (I)		2	small variation (I)	2		3	small variation (I)		3	small variation (I)				5	small variation (I)			June	October						archaeophytes															Therophyte						decidous		strictly hemerobic (strictly urbanophilous)		edible_medicinal														entomogamous	entomogamous	hermaphroditic and normal sexual												root swelling	crr		no vegetative dispersal parts	
156					<										meteorochory			scattered		1	small variation (I)		3	small variation (I)	2	small variation (I)		3	small variation (I)		4.5	small variation (I)	2		4	small variation (I)		3	large variation (II)		salt tolerant		2.5	small variation (I)			June	August						presumably indigenous in some areas of the study region and widely spread later but after 1500 AD															Hemicryptophyte						partly wintergreen		indifferent (urbanoneutral)		edible_medicinal		2												entomogamous	entomogamous													root swelling	ccs		no vegetative dispersal parts	
161																3											6								3																																																																												
162					<								homogamous	Exozoochory	anthropochory_epichory	6		scattered or in small groups	weeds and ruderal plants	2	small variation (I)	2	2	small variation (I)	2	small variation (I)	7	3	small variation (I)	5	3	small variation (I)	1	5.5	4	small variation (I)	6	2	small variation (I)	0	salt tolerant	6	5	small variation (I)			May	June	Achene					presumably indigenous in some areas of the study region and widely spread later but after 1500 AD	umbel of umbellules	umbel	mesomorphic		32.3					166.63	0.08863		bipinnate		Therophyte	annual		overwintering green			decidous		indifferent (urbanoneutral)		edible				Indigenous	8		Chlorophyllian		15	diploid	43.25	38	40	entomogamous	autogamous	polysexual				Hemirosette plant	0.85	3.77	3	1.21		0.96	33.945	no special organ to store energy	crr		no vegetative dispersal parts	Herbaceous
163					=							generative dispersule	protandrous	Unassisted dispersal	boleochory_epichory	2		scattered or in small groups	weeds and ruderal plants	2	small variation (I)	6	4	small variation (I)	2	small variation (I)	5.5	3	small variation (I)	5	3	small variation (I)	1	8	5	small variation (I)		3	small variation (I)			7	4	small variation (I)			May	August	Achene					archaeophytes	umbel of umbellules	umbel	hygromorphic_mesomorphic		5.92					168.15	0.010825		bipinnate		Therophyte	annual		overwintering green			decidous_partly wintergreen		strictly hemerobic (strictly urbanophilous)		edible_medicinal				Exogenous	9		Chlorophyllian		35	diploid	43.5	40	60	entomogamous	entomogamous	polysexual				Hemirosette plant	0.68	8.09		2.174		0.81	52.68	no special organ to store energy	crr		no vegetative dispersal parts	Herbaceous
167					=								protandrous	Unassisted dispersal	endochory_epichory	2		in larger groups	forest plants	2	small variation (I)	4	2	small variation (I)	2	small variation (I)	4.5	2	large variation (II)	6	4	small variation (I)	2	8	3.5	small variation (I)	8	4	large variation (II)			4	2.5	small variation (I)			May	June	Achene					idiochorophytes or indigenes	umbel of umbellules	umbel	hygromorphic		82.84					215.765	0.449595		bipinnate		Hemicryptophyte	pluriennial		summer green			partly wintergreen		moderately close to nature (moderately urbanophobous)		edible		3		Indigenous	8		Chlorophyllian		60	diploid		69	90		entomogamous	polysexual				Hemirosette plant	1	7.43		3.358		1.02	21.825	root swelling	ccs		bulbs	Herbaceous
170					=									Unassisted dispersal	endochory_epichory	7		scattered or in small groups		3	small variation (I)		4	small variation (I)	1	small variation (I)	7	5	small variation (I)		3	small variation (I)	2		3.5	small variation (I)		5	small variation (I)				2	small variation (I)			June	July	Achene					idiochorophytes or indigenes	umbel of umbellules	umbel													Geophyte_Hemicryptophyte						partly wintergreen		close to nature (strictly urbanophobous)		medicinal		2		Indigenous			Chlorophyllian		30			40	50			polysexual												root swelling	css		bulbs	Herbaceous
171		2		intermediate forage value	=	Rooting stems		1					protandrous	Unassisted dispersal	endochory_epichory	7	3.4	in larger groups	fertilized meadow plants	2	small variation (I)	5	3	small variation (I)	2	small variation (I)	6.5	3	large variation (II)	5	3	small variation (I)	1	8	4	small variation (I)		3	large variation (II)				3.5	large variation (II)			April	September	Achene		Chilling	sensitive		presumably indigenous in some areas of the study region and widely spread later but after 1500 AD	umbel of umbellules	umbel	hygromorphic_mesomorphic										bipinnate		Geophyte_Hemicryptophyte	pluriennial		summer green			partly wintergreen		indifferent (urbanoneutral)		edible_medicinal		4		Indigenous	8		Chlorophyllian		60	diploid		75	100	entomogamous	entomogamous_ornithophilous	polysexual	Polycarpic	3.5	Primary storage root_Secondary storage root	Hemirosette plant_Rosette plant			2					root swelling	ccs	no_yes	bulbs	Herbaceous
178					=										anthropochory_epichory			scattered	weeds and ruderal plants	1	small variation (I)		2	small variation (I)	3	small variation (I)		4	small variation (I)		4	small variation (I)	2		4	small variation (I)		4	small variation (I)		salt dependant		4	small variation (I)			June	October						young species (archaeophytes)															Hemicryptophyte_Therophyte						wintergreen		moderatly hemerobic (moderately urbanophilous)		edible_medicinal														entomogamous	autogamous	hermaphroditic and normal sexual							4					root tuber	crs		no vegetative dispersal parts	
182					>	Stolons							protandrous	Hydrochory	epichory_hydrochory	1		in larger groups		1	small variation (I)	2	2	small variation (I)	3	small variation (I)	7	4	small variation (I)	10	5	small variation (I)	3	3	1.5	small variation (I)	6	3	small variation (I)	0	salt tolerant	6	5	small variation (I)			May	June	Achene					idiochorophytes or indigenes			helomorphic		0.425					130.37	0.00105		pinnate		Hemicryptophyte_Hydrophyte	pluriennial		persistent green			wintergreen		moderately close to nature (moderately urbanophobous)						Indigenous	11		Chlorophyllian			diploid		26.5			autogamous_entomogamous	hermaphroditic and normal sexual	Polycarpic			Erosulate plant_Rosette plant	0.75	2.75		0.4802		0.8	40.71	many thick non-lignified roots	css		creeping shoots or espaliers	Herbaceous
184					>	Stolons_Transportable diaspores							protandrous	Hydrochory	boleochory_epichory	1	1.6	in larger groups	water plants	1	small variation (I)	3	1	small variation (I)	2	small variation (I)	7	3	large variation (II)	10	4.5	small variation (I)	3	6.5	4	small variation (I)	7	3	large variation (II)	0		8	4.5	small variation (I)			July	August	Achene		Immediate germination			idiochorophytes or indigenes			helomorphic		49.725					110	0.100510039525		pinnate		Helophyte_Hemicryptophyte_Hydrophyte	pluriennial		persistent green			partly wintergreen		moderately close to nature (moderately urbanophobous)		edible				Indigenous	11		Chlorophyllian		20	diploid		42.5	60		entomogamous	hermaphroditic and normal sexual	Polycarpic			Erosulate plant_Hemirosette plant		1.88	4	0.53		1	61.95	many thick non-lignified roots	css		creeping shoots or espaliers	Herbaceous
188					>									Unassisted dispersal	boleochory_epichory	1		scattered or in small groups	wetland plants	1	small variation (I)	3	2	small variation (I)	2	small variation (I)	8	3	large variation (II)	8	4.5	small variation (I)	3	7	4	small variation (I)	7	4	small variation (I)	0	salt tolerant	6	4	small variation (I)			July	August	Achene					idiochorophytes or indigenes			helomorphic		10.91								pinnate		Hemicryptophyte_Hydrophyte	pluriennial		persistent green			partly wintergreen		moderately close to nature (moderately urbanophobous)		edible				Indigenous	9.5		Chlorophyllian		5	diploid		20	12		autogamous_entomogamous	hermaphroditic and normal sexual				Erosulate plant	0.65	1.05		0.2208		0.65		many thick non-lignified roots	css		creeping shoots or espaliers	Herbaceous
190																7											6								3																										446.10710144												27.461645603														3																								
192					=										boleochory_epichory			scattered or in small groups	mountain plants	1	small variation (I)		3	small variation (I)	2	small variation (I)		3	large variation (II)		3.5	small variation (I)	1		3	small variation (I)		4	small variation (I)				2.5	small variation (I)			June	August						idiochorophytes or indigenes															Hemicryptophyte						decidous		moderately close to nature (moderately urbanophobous)	2	medicinal		2														polysexual		3										thick rhizome	ccs		basal lateral shoots	
193	10	6		no or little forage value	=								protandrous	Unassisted dispersal	boleochory_epichory			scattered or in small groups	mountain plants	1	small variation (I)	4	3	small variation (I)	2	small variation (I)	6	3	large variation (II)	6	3.5	small variation (I)	1	5	3	small variation (I)	8	4	small variation (I)			4	2.5	small variation (I)		2000	June	August	Achene					idiochorophytes or indigenes	umbel of umbellules	umbel	hygromorphic_mesomorphic		118.06					175.585	0.443775		palmate		Hemicryptophyte	pluriennial		summer green			decidous		moderately close to nature (moderately urbanophobous)	2	medicinal	sensitive	2		Indigenous	7		Chlorophyllian		40	diploid_tetraploid	60	51.5	60			polysexual		3		Hemirosette plant	1.3	5.9		3.19		2.16	24.385	thick rhizome	ccs		basal lateral shoots	Herbaceous
197					=				17.301851145					Unassisted dispersal	boleochory_epichory	6		scattered	mountain plants	1	small variation (I)		3	small variation (I)	3	small variation (I)	7	3	large variation (II)		3	small variation (I)	1		2	small variation (I)		2	small variation (I)				2.5	large variation (II)			July	August	Achene					idiochorophytes or indigenes	umbel of umbellules	umbel			13.425		423.95591735			194.0952045	0.0378			0.19059	Hemicryptophyte				24.31467652		decidous		close to nature (strictly urbanophobous)	7			1		Indigenous			Chlorophyllian		20		25	10	15		entomogamous	polysexual											36.514644075	thick rhizome	ccs		basal lateral shoots	Herbaceous
199	5	3			=									Unassisted dispersal	boleochory	1		scattered	mountain plants	3	small variation (I)		4	small variation (I)	1	small variation (I)	8	5	small variation (I)		2	small variation (I)	1		1.5	small variation (I)		5	small variation (I)				2	small variation (I)		2000	May	July	Achene					idiochorophytes or indigenes	umbel of umbellules	umbel	mesomorphic_scleromorphic		14.12		428.159637451172			205.719096116514	0.19264		bipinnate	0.9824	Hemicryptophyte	pluriennial		persistent green	29.0117168426514		wintergreen		close to nature (strictly urbanophobous)	4	edible_medicinal				Indigenous			Chlorophyllian	3	15		17.75	8.3	25			hermaphroditic and normal sexual		4		Hemirosette plant	0.96	5.94		2.12		1.61	7.35902624151815	root swelling	css		basal lateral shoots	Herbaceous
205					>		Stem-derived rhizomes	6						Unassisted dispersal	hydrochory	3		in larger groups	water plants	1	small variation (I)	3	3	small variation (I)	2	small variation (I)	8	4	small variation (I)	10	5	small variation (I)	3	6.5	3	small variation (I)	7.5	4	large variation (II)	0		6	3.5	small variation (I)			June	August	Achene		Immediate germination			idiochorophytes or indigenes	umbel of umbellules	umbel	helomorphic		37.455					96.66	0.16063352494		pinnate		Geophyte_Helophyte_Hemicryptophyte	pluriennial		persistent green			wintergreen		moderately close to nature (moderately urbanophobous)		weakly to moderately poisonous				Indigenous	9		Chlorophyllian		25	diploid	60	44	50		entomogamous	hermaphroditic and normal sexual	Polycarpic	1.5		Erosulate plant	1.02	1.81		0.89		1.05	33.66	thick rhizome	css		above-ground runners_below-ground runners	Herbaceous
208					>									Unassisted dispersal	boleochory_epichory	7		scattered	weeds and ruderal plants	2	large variation (II)	4	3	small variation (I)	1	small variation (I)	7	4	small variation (I)	3	2	small variation (I)	2		4	large variation (II)	9	4	small variation (I)			7	5	small variation (I)			May	August	Achene					archaeophytes_neophytes	umbel of umbellules	umbel	mesomorphic		13.62					126.92	0.030075		bipinnate		Therophyte	annual		summer green			decidous		moderatly hemerobic (moderately urbanophilous)	1	edible				Indigenous	10.5		Chlorophyllian		30	diploid	42	40	50		autogamous_entomogamous	polysexual				Hemirosette plant	3.28	3.5		11.19		3.32	43.87	no special organ to store energy	crr		no vegetative dispersal parts	Herbaceous
209					=									Unassisted dispersal	boleochory_epichory	2		scattered	weeds and ruderal plants	2	large variation (II)		3	small variation (I)	1	small variation (I)	7	4	small variation (I)		2	small variation (I)	2		3	small variation (I)		4	small variation (I)				5	small variation (I)			April	June	Achene					archaeophytes	umbel of umbellules	umbel													Therophyte						decidous		moderatly hemerobic (moderately urbanophilous)		edible				Indigenous			Chlorophyllian		30			40	50			polysexual								6.39				no special organ to store energy	rrr		no vegetative dispersal parts	Herbaceous
215					>									Unassisted dispersal	boleochory_epichory	7		scattered	unfertilized dry meadows	2	small variation (I)	2	2	small variation (I)	2	small variation (I)	7	4	small variation (I)	4	2	small variation (I)	1	4	3	small variation (I)	9	4	small variation (I)	0		7	4.5	large variation (II)			June	July	Achene					idiochorophytes or indigenes	umbel of umbellules	umbel			7.44					150.1	0.03788		bipinnate		Geophyte	pluriennial		summer green			decidous		moderately close to nature (moderately urbanophobous)		edible				Indigenous	10.5		Chlorophyllian		20	diploid	40	30	45		entomogamous	polysexual				Hemirosette plant	0.79	3.47		1.406		1.03	17.71	hypocotyl tuber	crs		no vegetative dispersal parts	Herbaceous
226					>									Unassisted dispersal	boleochory_epichory	2		scattered or in small groups		2	small variation (I)		3	small variation (I)	2	small variation (I)	7	3	small variation (I)		2.5	small variation (I)	1		3	small variation (I)		4	small variation (I)				2.5	small variation (I)	West Alpine orophyte		July	August	Achene					idiochorophytes or indigenes	umbel of umbellules	umbel													Hemicryptophyte						decidous		moderately close to nature (moderately urbanophobous)		edible		2		Indigenous			Chlorophyllian		45			60	75			hermaphroditic and normal sexual												inconspicuous reserve organ	crs		basal lateral shoots	Herbaceous
229					>									Unassisted dispersal	boleochory_epichory	1		scattered		3	small variation (I)		2	small variation (I)	1	small variation (I)	8.5	5	small variation (I)	3	1.5	small variation (I)	1	2	1	small variation (I)	8	4	small variation (I)	0			4.5	small variation (I)			May	July	Achene					idiochorophytes or indigenes	umbel of umbellules	umbel			5.53										Therophyte						decidous		moderately close to nature (moderately urbanophobous)	1			1		Indigenous			Chlorophyllian		6		26.5	22.75	15			hermaphroditic and normal sexual								0.386				no special organ to store energy	rrr		no vegetative dispersal parts	Herbaceous
233					>							one-seeded generative dispersule		Unassisted dispersal	boleochory_epichory	2		scattered or in small groups	unfertilized dry meadows	2	small variation (I)		4	small variation (I)	2	small variation (I)	6	3	large variation (II)	3	2.5	small variation (I)	1	3	1.5	small variation (I)	9	4	small variation (I)	0			4	small variation (I)			July	September	Achene					presumably indigenous in some areas of the study region and widely spread later but before 1500 AD					14.05		445.143356323242			261.564223928682	0.06247			0.2221	Chamaephyte_Hemicryptophyte				21.6128015518189		decidous		moderately close to nature (moderately urbanophobous)		edible		2		Indigenous			Chlorophyllian		40		57.5	54	60			hermaphroditic and normal sexual		3			0.96	2.94		2.7648		1.22	21.5245557941687	inconspicuous reserve organ	crs		basal lateral shoots	Herbaceous
234					>										boleochory_epichory		2.9	scattered or in small groups	unfertilized dry meadows	2	small variation (I)		4	small variation (I)	2	small variation (I)		3	large variation (II)		1.5	small variation (I)	1		1	small variation (I)		4	small variation (I)				4	small variation (I)			July	August						idiochorophytes or indigenes	umbel of umbellules	umbel													Hemicryptophyte						decidous		moderately close to nature (moderately urbanophobous)		edible		2			8					diploid						hermaphroditic and normal sexual												inconspicuous reserve organ	crs		basal lateral shoots	
237				little forage value	>								protandrous	Unassisted dispersal	boleochory_epichory		5.7	scattered or in small groups	unfertilized dry meadows	2	small variation (I)		4	small variation (I)	2	small variation (I)		3	large variation (II)		2.5	small variation (I)	1		1	small variation (I)		4	small variation (I)				4	small variation (I)			July	September	Achene			sensitive		presumably indigenous in some areas of the study region and widely spread later but before 1500 AD	umbel of umbellules	umbel	mesomorphic_scleromorphic										long-leaf		Chamaephyte_Hemicryptophyte	pluriennial		summer green			decidous		moderately close to nature (moderately urbanophobous)		edible	sensitive	2		Indigenous	8		Chlorophyllian		40	diploid		50	60			hermaphroditic and normal sexual		3		Hemirosette plant								inconspicuous reserve organ	crs		basal lateral shoots	Herbaceous
240					=									Unassisted dispersal	boleochory_epichory	2	2.5	scattered		2	large variation (II)		3	small variation (I)	2	small variation (I)	8	4	large variation (II)		1.5	small variation (I)	1		2	small variation (I)		4	large variation (II)				5	small variation (I)			April	September	Achene					idiochorophytes or indigenes	umbel of umbellules	umbel													Chamaephyte_Phanerophyte						decidous		moderately close to nature (moderately urbanophobous)						Indigenous	7		Chlorophyllian		90	diploid		110	130			hermaphroditic and normal sexual								4.68				thick lignified main roots	ccs		no vegetative dispersal parts	Frutescent
241															boleochory_epichory			scattered		2	small variation (I)		4	small variation (I)	2	small variation (I)		4	small variation (I)		1	small variation (I)	1		2	small variation (I)		4	small variation (I)				4.5	small variation (I)			May	July						archaeophytes															Therophyte						decidous		moderately close to nature (moderately urbanophobous)				1														hermaphroditic and normal sexual												no special organ to store energy	rrr		no vegetative dispersal parts	
249					>							generative dispersule	protandrous	Unassisted dispersal	boleochory_epichory	4		scattered or in small groups	forest plants	2	small variation (I)	6	4	small variation (I)	2	small variation (I)	5.5	3	large variation (II)	4	2.5	small variation (I)	1	5	3	small variation (I)	9	4	small variation (I)				3	large variation (II)			June	August	Achene					idiochorophytes or indigenes	umbel of umbellules	umbel	mesomorphic		21.1075		442.596549987793			321.397461500551	0.085385		simple	0.2716	Hemicryptophyte	pluriennial		persistent green	30.0284218788147		decidous		moderately close to nature (moderately urbanophobous)						Indigenous	8		Chlorophyllian		40	diploid	57.5	53	60		entomogamous	hermaphroditic and normal sexual		2		Hemirosette plant	1.19	5.03		2.762		1.24	24.0167009603739	thick rhizome	crs		no vegetative dispersal parts	Herbaceous
251					=									Unassisted dispersal	boleochory_epichory	2		scattered		3	small variation (I)		4	small variation (I)	1	small variation (I)	7	5	small variation (I)		2	small variation (I)	1		1.5	small variation (I)		5	small variation (I)				2	small variation (I)	Alpine orophyte		June	August	Achene					idiochorophytes or indigenes	umbel of umbellules	umbel													Chamaephyte_Hemicryptophyte						decidous		close to nature (strictly urbanophobous)	6					Indigenous			Chlorophyllian		25			30	40			hermaphroditic and normal sexual												thick rhizome	crs		basal lateral shoots	Herbaceous
252					>									Unassisted dispersal	boleochory_epichory	2		scattered		2	small variation (I)		4	small variation (I)	2	small variation (I)	8	3	large variation (II)		1	small variation (I)	1		2	small variation (I)		5	small variation (I)				4.5	small variation (I)			June	September	Achene					idiochorophytes or indigenes	umbel of umbellules	umbel													Therophyte						decidous		moderately close to nature (moderately urbanophobous)				1		Indigenous			Chlorophyllian		40			70	90			hermaphroditic and normal sexual								3.99				no special organ to store energy	rrr		no vegetative dispersal parts	Herbaceous
